['Banana', 'Organic Strawberries', 1.4076951138387588, 7329, 15.727130319091865, 4006, 8.596382051887298, 0.08950743621230726, 0.16375436844732902, 0.01041222175469229]
['Banana', 'Organic Baby Spinach', 1.229587347910989, 7329, 15.727130319091865, 3770, 8.089955151177014, 0.0781825624232501, 0.15198938992042438, 0.009664152762562009]
['Banana', 'Organic Avocado', 1.1222935130147422, 7329, 15.727130319091865, 2706, 5.8067423445848805, 0.07136034929731205, 0.19327420546932741, 0.012289222607553729]
['Banana', 'Strawberries', 0.9613527606703719, 7329, 15.727130319091865, 2204, 4.729512242226561, 0.06112702960840497, 0.2032667876588022, 0.012924594858354265]
['Banana', 'Large Lemon', 0.9463316237848972, 7329, 15.727130319091865, 2349, 5.040664363425678, 0.06017191977077363, 0.18773946360153254, 0.011937299417785536]
['Banana', 'Cucumber Kirby', 0.7596403510654277, 7329, 15.727130319091865, 1512, 3.244565567262505, 0.04830126893164142, 0.2341269841269841, 0.014886821650022631]
['Banana', 'Organic Fuji Apple', 0.7510568442737281, 7329, 15.727130319091865, 1401, 3.006373253792837, 0.047755491881566386, 0.24982155603140618, 0.01588475144306121]
['Banana', 'Organic Hass Avocado', 0.7381815840861784, 7329, 15.727130319091865, 3311, 7.104997746829467, 0.046936826306453815, 0.1038961038961039, 0.006606170470271985]
['Banana', 'Limes', 0.6974099268256045, 7329, 15.727130319091865, 2112, 4.532091586017468, 0.04434438531859735, 0.15388257575757575, 0.009784529830643726]
['Banana', 'Honeycrisp Apple', 0.6738052831484302, 7329, 15.727130319091865, 1271, 2.7274092830625953, 0.042843498430890976, 0.2470495672698662, 0.015708496226419753]
